id,name,wkt
354,25567,"POLYGON((528086.569 5074360.802,528093.455 5074358.588,528090.258 5074348.997,528047.96 5074364.982,528050.969 5074374.0,528086.077 5074360.556))"
355,25568,"POLYGON((528088.878 5074372.0,528086.077 5074360.556,528050.969 5074374.0,528052.721 5074386.0,528088.878 5074372.0))"
356,25569,"POLYGON((528097.764 5074419.047,528081.087 5074437.809,528120.994 5074465.545,528125.008 5074457.0))"
357,25570,"POLYGON((528156.935 5074440.0,528163.235 5074433.0,528129.035 5074393.336,528110.273 5074407.234,528144.656 5074444.0,528156.935 5074440.0))"
358,25571,"POLYGON((528154.051 5074493.401,528133.899 5074460.046,528121.391 5074464.91,528081.782 5074438.504,528072.053 5074450.317,528099.62 5074480.169,528120.001 5074509.384))"
359,25572,"POLYGON((528117.916 5074509.384,528099.849 5074479.503,528070.663 5074451.012,528053.986 5074468.385,528102.629 5074519.112))"
360,25573,"POLYGON((528081.782 5074529.536,528101.239 5074518.417,528053.291 5074469.08,528037.308 5074484.367))"
361,25574,"POLYGON((528081.782 5074528.146,528037.308 5074484.367,528024.8 5074502.435,528042.172 5074519.112,528052.596 5074545.519))"
362,25575,"POLYGON((528042.017 5074521.0,528043.936 5074518.0,528024.105 5074500.35,527995.614 5074521.197,528042.017 5074521.0))"
363,25576,"POLYGON((528041.442 5074520.746,527995.625 5074522.308,527992.298 5074553.392,528017.492 5074548.861,528028.946 5074559.794,528052.896 5074544.696))"
364,25577,"POLYGON((528019.054 5074549.902,528005.665 5074554.799,528028.863 5074571.0,528028.946 5074560.315))"
365,25578,"POLYGON((528054.58 5074612.0,528047.263 5074604.0,527989.898 5074580.62,527955.536 5074601.446,527954.494 5074611.338,528055.094 5074616.0,528054.58 5074612.0))"
366,25579,"POLYGON((528056.541 5074625.396,528055.094 5074616.0,527955.015 5074611.338,527949.288 5074645.18,528014.889 5074652.99))"
367,25580,"POLYGON((528015.93 5074652.469,527950.792 5074647.66,527948.682 5074677.91,527984.56 5074678.614))"
368,25581,"POLYGON((528009.886 5074704.643,528033.112 5074693.079,528057.582 5074645.18,528056.02 5074625.916,527989.484 5074670.875))"
369,25582,"POLYGON((527965.948 5074734.21,528040.921 5074752.953,528046.648 5074714.426,528065.912 5074707.137,528100.745 5074708.526,528088.3 5074650.907,528058.102 5074643.618,528032.591 5074693.079))"
370,25583,"POLYGON((528098.713 5074711.822,528066.869 5074706.0,528045.607 5074714.426,528040.921 5074757.639,528071.498 5074767.021))"
371,25586,"POLYGON((528028.863 5074571.0,528004.961 5074555.502,527988.781 5074579.421,528047.263 5074604.0,528028.863 5074571.0))"
372,25587,"POLYGON((528069.408 5074589.0,528064.438 5074566.0,528053.937 5074544.696,528028.426 5074558.753,528028.863 5074571.0,528047.263 5074604.0,528053.937 5074610.818,528059.144 5074642.577))"
373,25589,"POLYGON((528285.103 5074573.331,528267.922 5074527.515,528218.981 5074548.861,528245.859 5074589.286))"
374,25590,"POLYGON((528217.736 5074619.658,528246.055 5074589.471,528218.981 5074548.34,528173.685 5074570.207,528171.603 5074580.1))"
375,25591,"POLYGON((528328.317 5074545.737,528301.243 5074508.251,528267.922 5074528.556,528285.103 5074573.852,528321.228 5074562.288))"
376,25592,"POLYGON((528303.326 5074492.111,528301.243 5074509.813,528328.317 5074543.654,528341.869 5074541.0,528336.869 5074536.0,528336.869 5074531.0,528340.351 5074519.541,528341.333 5074493.673))"
377,25593,"POLYGON((528371.53 5074456.707,528307.491 5074463.475,528302.805 5074492.111,528386.473 5074498.168,528378.983 5074478.0))"
378,25594,"POLYGON((528302.104 5074503.792,528306.97 5074463.996,528289.789 5074459.31,528269.026 5074466.0,528278.682 5074495.0,528297.078 5074509.813))"
379,25595,"POLYGON((528278.335 5074494.193,528268.963 5074465.558,528228.874 5074477.533,528249.699 5074535.324,528272.857 5074524.041,528297.078 5074509.813))"
380,25596,"POLYGON((528251.483 5074535.29,528228.874 5074477.012,528189.825 5074488.987,528213.775 5074549.902))"
381,25597,"POLYGON((528214.361 5074548.789,528189.305 5074488.987,528137.761 5074510.333,528166.917 5074574.372,528172.644 5074569.687))"
382,25599,"POLYGON((528154.422 5074589.471,528167.115 5074573.537,528134.637 5074502.003,528103.919 5074517.102,528118.46 5074545.0,528128.329 5074554.0,528121.1 5074568.125))"
383,25600,"POLYGON((528079.449 5074530.118,528083.327 5074534.0,528118.46 5074545.0,528103.919 5074516.581))"
384,25602,"POLYGON((528126.827 5074553.026,528117.977 5074544.175,528079.449 5074532.721,528053.417 5074544.175,528064.35 5074565.001,528069.408 5074589.0,528058.102 5074643.618,528088.371 5074650.031))"
385,25603,"POLYGON((527956.056 5074602.487,527924.818 5074622.272,527879.138 5074672.529,527934.843 5074718.0,527941.191 5074702.0))"
386,25606,"POLYGON((527937.633 5074720.9,527884.207 5074675.377,527843.076 5074723.277,527906.136 5074765.897))"
387,25607,"POLYGON((527843.076 5074724.318,527809.755 5074784.713,527876.888 5074805.268,527902.43 5074769.614))"
388,25608,"POLYGON((527875.877 5074805.538,527808.714 5074784.713,527797.78 5074801.894,527787.368 5074845.107,527873.513 5074858.139))"
389,25609,"POLYGON((527855.515 5074906.51,527868.067 5074859.165,527786.326 5074845.628,527771.228 5074906.023,527804.028 5074906.543))"
390,25611,"POLYGON((527791.012 5074972.665,527780.079 5074969.021,527760.294 5075004.945,527825.375 5075057.53,527847.64 5075017.877))"
391,25613,"POLYGON((527829.642 5075057.248,527760.294 5075004.945,527725.411 5075043.473,527779.135 5075087.0,527808.193 5075103.867))"
392,25614,"POLYGON((527779.037 5075087.207,527728.535 5075045.555,527684.994 5075077.811,527725.299 5075111.861,527793.095 5075131.982,527811.643 5075103.37))"
393,25615,"POLYGON((528519.268 5074370.643,528482.507 5074369.0,528444.914 5074417.896,528467.845 5074429.71,528495.641 5074429.015,528506.065 5074409.557))"
394,25617,"POLYGON((528361.725 5074421.674,528300.871 5074439.0,528305.408 5074463.996,528372.051 5074457.228))"
395,25618,"POLYGON((528306.45 5074469.202,528299.854 5074435.173,528249.699 5074455.666,528255.427 5074472.326,528288.227 5074461.393))"
396,25619,"POLYGON((528254.906 5074472.847,528250.358 5074453.171,528209.61 5074468.682,528216.899 5074486.384,528230.956 5074481.177))"
397,25620,"POLYGON((528456.727 5074275.442,528456.727 5074259.459,528420.592 5074265.713,528401.83 5074324.085,528440.744 5074337.288,528448.388 5074317.831,528469.93 5074318.526))"
398,25621,"POLYGON((528462.13 5074363.0,528471.342 5074323.0,528471.846 5074320.0,528447.679 5074318.0,528432.452 5074360.0,528458.398 5074364.0,528462.13 5074363.0))"
399,25622,"POLYGON((528458.398 5074364.0,528413.643 5074342.847,528374.034 5074380.372,528419.202 5074408.863,528442.134 5074394.965,528458.398 5074364.0))"
400,25624,"POLYGON((528335.815 5074343.542,528348.226 5074304.0,528346.933 5074309.492,528320.875 5074296.0,528319.906 5074298.0,528301.07 5074353.271,528312.883 5074351.186))"
401,25625,"POLYGON((528294.59 5074369.0,528319.906 5074298.0,528269.11 5074292.0,528261.94 5074311.0,528275.358 5074369.253,528294.59 5074369.0))"
402,25626,"POLYGON((528275.239 5073697.429,528272.523 5073690.305,528255.002 5073617.834,528234.37 5073620.541,528257.229 5073696.043))"
403,25629,"POLYGON((528297.405 5073612.228,528245.453 5073563.74,528234.37 5073620.541,528254.124 5073619.0))"
404,25632,"POLYGON((528257.229 5074140.054,528257.922 5074045.849,528214.71 5074058.0,528204.538 5074086.0,528203.087 5074131.0,528214.283 5074150.445,528238.228 5074141.0))"
405,25634,"POLYGON((527455.678 5075015.27,527443.17 5075029.863,527452.203 5075042.371,527474.44 5075018.745))"
406,25635,"POLYGON((527463.322 5074990.949,527428.577 5075020.829,527442.475 5075029.863,527461.756 5075005.0))"
407,25636,"POLYGON((528896.033 5073897.0,528841.589 5073848.0,528819.673 5073882.0,528887.091 5073926.0,528896.033 5073897.0))"
408,25637,"POLYGON((528913.819 5073875.0,528911.485 5073869.0,528895.45 5073849.0,528868.289 5073834.0,528847.329 5073833.0,528841.589 5073848.0,528896.033 5073897.0,528913.819 5073875.0))"
409,25638,"POLYGON((528893.412 5073948.0,528887.091 5073926.0,528819.673 5073882.0,528733.523 5073932.0,528740.755 5073962.0,528893.412 5073948.0))"
410,25639,"POLYGON((528932.252 5073997.0,528930.8 5073985.0,528893.412 5073948.0,528740.755 5073962.0,528740.68 5073998.0,528932.252 5073997.0))"
411,25640,"POLYGON((528944.856 5074031.0,528932.252 5073997.0,528740.68 5073998.0,528737.728 5074015.0,528735.412 5074041.0,528944.856 5074031.0))"
412,25641,"POLYGON((528940.982 5073969.0,528946.2 5073900.0,528945.301 5073890.0,528933.151 5073879.0,528913.819 5073875.0,528896.033 5073897.0,528887.091 5073926.0,528893.412 5073948.0,528930.8 5073985.0,528940.982 5073969.0))"
413,25642,"POLYGON((528975.611 5073943.0,528994.45 5073907.0,528946.2 5073900.0,528940.982 5073969.0,528975.611 5073943.0))"
414,25643,"POLYGON((528997.396 5073903.0,528993.391 5073881.0,528975.703 5073878.0,528945.301 5073890.0,528946.2 5073900.0,528994.45 5073907.0,528997.396 5073903.0))"
415,25644,"POLYGON((528975.703 5073878.0,528968.338 5073861.0,528942.46 5073863.0,528933.151 5073879.0,528945.301 5073890.0,528975.703 5073878.0))"
416,25645,"POLYGON((528968.338 5073861.0,528961.093 5073819.0,528956.353 5073819.0,528942.46 5073863.0,528968.338 5073861.0))"
417,25646,"POLYGON((529057.754 5073832.0,529038.209 5073844.0,529036.076 5073871.0,529054.982 5073883.0,529057.754 5073832.0))"
418,25647,"POLYGON((529038.209 5073844.0,529022.022 5073835.0,529020.327 5073838.0,529020.683 5073868.0,529036.076 5073871.0,529038.209 5073844.0))"
419,25648,"POLYGON((529020.683 5073868.0,529020.327 5073838.0,529003.708 5073843.0,529007.643 5073872.0,529020.683 5073868.0))"
420,25649,"POLYGON((529007.643 5073872.0,529003.708 5073843.0,528983.547 5073831.0,528994.752 5073880.0,529007.643 5073872.0))"
421,25650,"POLYGON((528994.752 5073880.0,528983.547 5073831.0,528973.301 5073818.0,528961.093 5073819.0,528968.338 5073861.0,528975.703 5073878.0,528993.391 5073881.0,528994.752 5073880.0))"
422,25651,"POLYGON((528942.46 5073863.0,528956.353 5073819.0,528950.657 5073816.0,528911.485 5073869.0,528913.819 5073875.0,528933.151 5073879.0,528942.46 5073863.0))"
423,25652,"POLYGON((528950.657 5073816.0,528945.625 5073811.0,528895.45 5073849.0,528911.485 5073869.0,528950.657 5073816.0))"
424,25653,"POLYGON((528930.102 5073790.0,528926.829 5073775.0,528916.91 5073767.0,528845.734 5073818.0,528845.398 5073828.0,528847.329 5073833.0,528868.289 5073834.0,528930.102 5073790.0))"
425,25654,"POLYGON((528945.625 5073811.0,528930.102 5073790.0,528868.289 5073834.0,528895.45 5073849.0,528945.625 5073811.0))"
426,25655,"POLYGON((528916.91 5073767.0,528902.226 5073749.0,528846.537 5073799.0,528843.553 5073805.0,528845.734 5073818.0,528916.91 5073767.0))"
427,25656,"POLYGON((528902.226 5073749.0,528873.224 5073691.0,528846.537 5073799.0,528902.226 5073749.0))"
428,25657,"POLYGON((528846.537 5073799.0,528873.224 5073691.0,528870.37 5073682.0,528854.9 5073670.0,528820.825 5073776.0,528843.553 5073805.0,528846.537 5073799.0))"
429,25658,"POLYGON((528854.9 5073670.0,528816.766 5073625.0,528811.813 5073623.0,528788.491 5073624.0,528682.728 5073665.0,528589.023 5073718.0,528804.424 5073774.0,528820.825 5073776.0,528854.9 5073670.0))"
430,25659,"POLYGON((528845.734 5073818.0,528843.553 5073805.0,528820.825 5073776.0,528804.424 5073774.0,528798.126 5073816.0,528805.834 5073819.0,528845.398 5073828.0,528845.734 5073818.0))"
431,25660,"POLYGON((528820.159 5073881.434,528841.589 5073848.0,528847.329 5073833.0,528845.398 5073828.0,528798.617 5073816.809,528749.279 5073843.215,528781.245 5073903.671))"
432,25662,"POLYGON((528672.841 5073993.313,528727.043 5073975.941,528727.738 5073932.857,528779.855 5073903.671,528749.974 5073844.605,528693.688 5073875.875,528645.74 5073941.891,528631.147 5073986.364,528655.468 5073991.228))"
433,25663,"POLYGON((528664.502 5074032.227,528672.146 5073993.313,528629.757 5073987.754,528621.418 5074016.94))"
434,25666,"POLYGON((528664.502 5074032.227,528621.418 5074018.329,528613.774 5074037.092,528617.249 5074061.413,528683.264 5074060.023))"
435,25667,"POLYGON((528683.959 5074080.175,528683.264 5074061.413,528616.554 5074062.108,528614.469 5074085.04))"
436,25668,"POLYGON((528683.264 5074096.158,528615.859 5074099.633,528616.554 5074145.496,528617.249 5074172.597,528683.264 5074169.817))"
437,25670,"POLYGON((528467.845 5074109.361,528458.11 5074107.0,528429.626 5074070.447,528371.254 5074068.362,528374.034 5074118.395,528437.965 5074121.174,528434.49 5074176.766,528455.337 5074180.936,528463.676 5074144.106))"
438,25671,"POLYGON((529151.244 5073952.0,529141.134 5073942.0,529132.111 5073935.0,529077.195 5073932.0,529069.286 5073937.0,529067.555 5073945.0,529067.854 5073950.0,529084.244 5073978.0,529151.244 5073952.0))"
439,25672,"POLYGON((529148.175 5073906.0,529147.22 5073890.0,529146.783 5073889.0,529137.323 5073884.0,529121.892 5073885.0,529077.195 5073932.0,529132.111 5073935.0,529148.175 5073906.0))"
440,25673,"POLYGON((529077.195 5073932.0,529121.892 5073885.0,529112.653 5073873.0,529098.987 5073867.0,529089.262 5073865.0,529074.178 5073868.0,529055.685 5073883.0,529062.469 5073925.0,529069.286 5073937.0,529077.195 5073932.0))"
441,25674,"POLYGON((529097.902 5073822.0,529088.662 5073815.0,529089.262 5073865.0,529098.987 5073867.0,529097.902 5073822.0))"
442,25684,"POLYGON((528714.848 5073485.0,528692.671 5073479.0,528687.361 5073523.0,528689.498 5073570.0,528714.848 5073485.0))"
443,25685,"POLYGON((528692.671 5073479.0,528679.649 5073469.0,528637.54 5073459.0,528632.964 5073461.0,528687.361 5073523.0,528692.671 5073479.0))"
444,25686,"POLYGON((528723.268 5073383.0,528698.593 5073343.078,528685.054 5073319.983,528639.337 5073457.0,528723.268 5073383.0))"
445,25687,"POLYGON((528743.056 5073408.0,528723.908 5073384.0,528723.268 5073383.0,528639.337 5073457.0,528637.54 5073459.0,528679.649 5073469.0,528743.056 5073408.0))"
446,25688,"POLYGON((528760.715 5073423.0,528758.367 5073419.0,528743.056 5073408.0,528679.649 5073469.0,528692.671 5073479.0,528714.848 5073485.0,528720.345 5073485.0,528760.715 5073423.0))"
447,25689,"POLYGON((528780.597 5073438.0,528760.715 5073423.0,528720.345 5073485.0,528723.659 5073488.0,528754.096 5073516.0,528780.597 5073438.0))"
448,25690,"POLYGON((528799.349 5073445.0,528780.597 5073438.0,528754.096 5073516.0,528816.459 5073505.542,528799.349 5073445.0))"
449,25977,"POLYGON((529480.412 5074324.0,529472.5 5074249.0,529455.745 5074239.0,529417.754 5074243.0,529403.4 5074318.659))"
450,26639,"POLYGON((529071.911 5070919.052,529055.432 5070875.663,529028.068 5070878.989,529035.174 5070908.923,529027.463 5070912.551,529033.511 5070932.205,529028.37 5070934.321,529036.383 5070977.56,529038.802 5070990.864,529043.186 5071043.929,529111.37 5070992.376))"
451,26802,"POLYGON((528127.004 5074290.367,528128.39 5074241.879,528106.014 5074240.0,528095.833 5074266.123,528086.829 5074275.128,528104.196 5074293.0,528127.004 5074300.757))"
452,26855,"POLYGON((528394.267 5074285.0,528376.814 5074256.68,528364.305 5074263.629,528378.48 5074290.0,528394.267 5074285.0))"
453,26856,"POLYGON((528372.636 5074292.0,528376.413 5074290.0,528365.695 5074264.324,528351.102 5074271.968,528363.199 5074293.0,528372.636 5074292.0))"
454,26868,"POLYGON((528160.305 5074394.031,528138.763 5074379.438,528129.035 5074393.336,528143.628 5074410.708))"
455,27006,"POLYGON((527479.304 5074979.83,527464.017 5074993.728,527461.756 5075005.0,527468.186 5075008.321,527489.728 5074988.864))"
456,27109,"POLYGON((529157.385 5073833.0,529168.948 5073829.0,529202.308 5073803.0,529220.72 5073778.0,529208.122 5073780.0,529191.702 5073784.0,529112.668 5073830.0,529114.631 5073833.0,529124.654 5073838.0,529157.385 5073833.0))"
457,27169,"POLYGON((529419.6 5074165.0,529428.008 5074142.0,529356.278 5074118.0,529348.298 5074124.0,529342.842 5074136.0,529357.621 5074193.0,529376.822 5074198.0,529419.6 5074165.0))"
458,27178,"POLYGON((528895.018 5073278.0,528829.998 5073201.32,528816.759 5073292.0,528815.719 5073312.0,528826.753 5073351.0,528852.168 5073379.0,528893.621 5073382.0,528895.018 5073278.0))"
459,27179,"POLYGON((529026.747 5073280.0,528990.073 5073129.645,528989.276 5073128.849,528908.044 5073151.148,528863.446 5073054.784,528792.985 5073063.0,528829.019 5073200.0,528895.018 5073278.0,528918.814 5073293.0,529026.747 5073280.0))"
460,27185,"POLYGON((529019.521 5073545.0,529024.423 5073542.0,529045.285 5073457.0,529024.824 5073446.0,528996.123 5073503.0,529019.083 5073546.0,529019.521 5073545.0))"
461,27191,"POLYGON((528937.448 5073573.0,528932.147 5073512.0,528859.73 5073501.0,528756.73 5073515.895,528789.382 5073622.612,528816.766 5073625.0,528937.448 5073573.0))"
462,27192,"POLYGON((529219.786 5074102.0,529245.089 5074064.0,529245.971 5074057.0,529216.664 5074030.0,529148.268 5074075.0,529150.703 5074096.0,529171.224 5074115.0,529174.508 5074118.0,529219.786 5074102.0))"
463,27193,"POLYGON((529119.902 5074050.0,529115.002 5074019.0,529107.035 5074005.0,529094.781 5073998.0,529068.377 5074040.0,529094.966 5074060.0,529119.902 5074050.0))"
464,27315,"POLYGON((529469.942 5072376.0,529443.24 5072358.647,529402.977 5072325.296,529363.664 5072375.842,529416.082 5072421.708,529469.942 5072376.0))"
465,27371,"POLYGON((528049.096 5072895.0,528038.343 5072920.0,528039.038 5072944.43,528064.595 5072945.85,528061.282 5073008.794,528140.317 5073009.267,528183.385 5073007.848,528173.919 5072891.424))"
466,27408,"POLYGON((527951.755 5074361.714,527893.569 5074345.089,527878.33 5074412.972,527906.289 5074407.0,527952.448 5074394.963))"
467,27410,"POLYGON((528169.495 5073900.0,528169.946 5073896.0,528169.774 5073871.0,528159.523 5073834.0,528150.818 5073818.0,528081.287 5073835.273,528096.526 5073892.766,528108.395 5073937.0,528136.852 5073941.0,528169.495 5073900.0))"
468,27428,"POLYGON((528471.846 5074320.0,528474.115 5074343.0,528489.387 5074341.457,528597.097 5074319.221,528592.232 5074290.73))"
469,27458,"POLYGON((527841.515 5075014.837,527872.388 5074967.256,527849.845 5074905.502,527788.929 5074906.543,527781.64 5074970.062,527790.491 5074970.583))"
470,27460,"POLYGON((528412.661 5074422.344,528398.083 5074415.576,528362.159 5074425.468,528372.051 5074456.186,528415.72 5074445.297))"
471,27464,"POLYGON((528322.696 5073675.97,528299.6 5073613.852,528254.124 5073619.0,528259.807 5073643.0,528274.912 5073697.473,528305.971 5073702.251))"
472,27469,"POLYGON((528822.034 5074037.533,528824.423 5074069.388,528872.206 5074069.388,528871.41 5074035.143))"
473,27471,"POLYGON((528804.424 5073774.0,528589.023 5073718.0,528500.291 5073829.674,528602.656 5073850.859,528687.443 5073878.254,528798.126 5073816.0,528804.424 5073774.0))"
474,27488,"POLYGON((529039.589 5073588.0,529013.617 5073554.0,528968.604 5073580.0,528975.84 5073600.0,528999.541 5073620.0,529018.21 5073621.0,529039.589 5073588.0))"
475,28193,"POLYGON((528823.476 5070995.364,528820.265 5070939.174,528647.536 5070947.9,528654.898 5071038.442,528724.461 5071055.741,528727.953 5071017.037))"
476,28208,"POLYGON((528701.464 5070878.168,528658.21 5070876.497,528642.384 5070923.608,528650.481 5070946.796,528723.137 5070942.385))"
477,28213,"POLYGON((528208.737 5074466.67,528135.158 5074502.003,528138.282 5074510.333,528214.296 5074480.657))"
478,28214,"POLYGON((528181.034 5073986.278,528192.809 5073953.722,528136.852 5073941.0,528108.395 5073937.0,528103.122 5073937.0,528095.833 5073956.493,528094.445 5073988.0,528134.746 5073986.0))"
479,28217,"POLYGON((528969.785 5073732.0,528970.404 5073714.0,528919.873 5073703.0,528967.332 5073741.0,528969.785 5073732.0))"
480,28221,"POLYGON((528331.57 5074290.0,528304.361 5074242.0,528274.961 5074276.0,528320.875 5074296.0,528331.57 5074290.0))"
481,28222,"POLYGON((528967.924 5073749.0,528967.332 5073741.0,528919.873 5073703.0,528889.055 5073687.0,528873.659 5073682.0,528870.37 5073682.0,528873.224 5073691.0,528902.226 5073749.0,528916.91 5073767.0,528926.829 5073775.0,528967.924 5073749.0))"
482,28223,"POLYGON((529192.282 5073917.0,529165.425 5073893.0,529147.22 5073890.0,529148.175 5073906.0,529155.623 5073918.0,529181.23 5073950.0,529192.282 5073917.0))"
483,28224,"POLYGON((529315.891 5073911.0,529224.212 5073822.507,529208.983 5073890.0,529213.182 5073903.0,529251.857 5073914.0,529315.891 5073911.0))"
484,28227,"POLYGON((529131.391 5073637.0,529105.734 5073650.0,529105.948 5073651.0,529113.606 5073654.0,529132.964 5073655.0,529131.391 5073637.0))"
485,28228,"POLYGON((529074.954 5073753.0,529056.388 5073748.0,529051.393 5073757.0,529081.666 5073774.0,529074.954 5073753.0))"
486,28229,"POLYGON((529022.441 5073815.0,529029.321 5073809.0,529013.539 5073794.0,528986.101 5073794.0,528975.32 5073817.0,529022.441 5073815.0))"
487,28230,"POLYGON((529127.224 5073678.0,529131.648 5073676.0,529120.062 5073670.0,529119.669 5073680.0,529127.224 5073678.0))"
488,28231,"POLYGON((529068.377 5074040.0,529094.781 5073998.0,529088.373 5073989.0,528997.24 5074047.089,529010.779 5074089.298,529068.377 5074040.0))"
489,28232,"POLYGON((529057.501 5074126.0,529130.793 5074065.0,529119.902 5074050.0,529094.966 5074060.0,529030.851 5074128.0,529057.501 5074126.0))"
490,28233,"POLYGON((529354.441 5074056.0,529368.359 5074038.329,529317.39 5074006.473,529293.409 5074061.0,529296.302 5074062.0,529354.441 5074056.0))"
491,28234,"POLYGON((529149.186 5074132.0,529115.117 5074144.0,529138.143 5074170.0,529149.186 5074132.0))"
492,28235,"POLYGON((529155.623 5073918.0,529148.175 5073906.0,529132.111 5073935.0,529141.134 5073942.0,529155.623 5073918.0))"
493,28247,"POLYGON((529137.51 5071557.59,529131.296 5071522.081,529055.961 5071542.209,529066.469 5071584.24))"
494,28250,"POLYGON((529421.373 5071277.918,529413.39 5071254.651,529376.209 5071267.653,529388.526 5071292.516,529411.469 5071282.0))"
495,28252,"POLYGON((529006.761 5070964.831,528973.164 5070960.768,528939.422 5071011.0,528967.581 5071024.0))"
496,28253,"POLYGON((528049.789 5072786.0,527927.82 5072740.925,527932.08 5072766.954,528059.52 5072812.0,528061.112 5072806.0,528049.789 5072786.0))"
497,28254,"POLYGON((528431.423 5073940.0,528457.422 5073900.197,528339.289 5073882.129,528330.95 5073959.958,528360.136 5073964.822,528377.133 5073958.0,528431.423 5073940.0))"
498,28255,"POLYGON((527936.557 5074519.176,527929.176 5074492.0,527909.751 5074413.675,527861.305 5074426.955,527891.553 5074542.784,527914.178 5074539.587))"
499,28256,"POLYGON((528334.117 5073953.722,528336.195 5073908.005,528295.457 5073899.0,528276.128 5073905.0,528263.571 5073915.0,528261.385 5073953.029))"
500,28257,"POLYGON((528292.758 5073898.0,528296.712 5073877.527,528238.527 5073874.063,528238.527 5073901.078,528276.128 5073905.0,528292.758 5073898.0))"
501,28258,"POLYGON((528304.332 5073748.687,528289.785 5073717.516,528253.766 5073722.365,528246.839 5073758.385,528262.771 5073769.468,528305.024 5073773.624))"
502,28260,"POLYGON((528170.643 5074063.859,528169.258 5074031.303,528101.375 5074042.386,528102.76 5074059.703,528106.224 5074076.327))"
503,28261,"POLYGON((528105.531 5074075.635,528063.074 5074069.0,528030.721 5074051.391,528015.482 5074078.405,528111.073 5074128.971))"
504,28264,"POLYGON((528112.637 5074388.837,528060.502 5074405.56,528077.612 5074441.979,528092.717 5074423.758,528117.064 5074401.133))"
505,28265,"POLYGON((528142.933 5074443.368,528110.967 5074408.623,528097.764 5074419.742,528125.008 5074457.0))"
506,28266,"POLYGON((528039.359 5074775.862,527961.516 5074754.0,527954.494 5074789.398,528032.126 5074817.642))"
507,28267,"POLYGON((528213.254 5074619.148,528171.603 5074580.62,528173.685 5074569.687,528154.422 5074588.95,528120.58 5074568.645,528089.341 5074650.386,528117.456 5074663.403,528125.266 5074695.683,528166.396 5074713.905,528200.862 5074651.156))"
508,28268,"POLYGON((528403.915 5074324.085,528414.919 5074286.0,528394.267 5074285.0,528378.48 5074290.0,528376.413 5074290.0,528372.636 5074292.0,528349.018 5074303.933,528347.628 5074310.882))"
509,28269,"POLYGON((528683.264 5074096.158,528683.264 5074080.87,528614.469 5074084.345,528615.859 5074098.938))"
510,28270,"POLYGON((528414.497 5074016.0,528422.96 5073978.0,528432.406 5073938.416,528357.356 5073966.212,528358.746 5073996.093,528371.949 5074027.363,528414.497 5074016.0))"
511,28288,"POLYGON((529031.098 5073808.0,529025.695 5073761.0,529012.298 5073769.0,529010.86 5073789.0,529013.539 5073794.0,529029.321 5073809.0,529031.098 5073808.0))"
512,28298,"POLYGON((528723.659 5073488.0,528720.345 5073485.0,528714.848 5073485.0,528689.498 5073570.0,528688.85 5073584.0,528723.659 5073488.0))"
513,28305,"POLYGON((528859.73 5073501.0,528860.438 5073467.0,528825.224 5073442.0,528799.965 5073445.0,528816.459 5073506.339,528859.73 5073501.0))"
514,28316,"POLYGON((528788.491 5073624.0,528776.769 5073576.0,528754.096 5073516.0,528723.659 5073488.0,528688.85 5073584.0,528682.728 5073665.0,528788.491 5073624.0))"
515,28317,"POLYGON((528589.023 5073718.0,528682.728 5073665.0,528688.85 5073584.0,528689.498 5073570.0,528687.361 5073523.0,528632.964 5073461.0,528629.922 5073461.0,528592.673 5073573.236,528494.295 5073641.0,528554.82 5073733.0,528589.023 5073718.0))"
516,28683,"POLYGON((529251.289 5073697.473,529111.876 5073699.0,529099.117 5073704.0,529093.316 5073710.0,529107.415 5073730.0,529226.601 5073734.903))"
517,28700,"POLYGON((528162.244 5074348.0,528156.967 5074337.0,528137.19 5074339.0,528130.532 5074342.0,528136.0 5074351.703,528159.327 5074349.0,528162.244 5074348.0))"
518,28702,"POLYGON((528363.199 5074293.0,528351.797 5074271.273,528330.95 5074284.476,528331.57 5074290.0,528348.226 5074304.0,528363.199 5074293.0))"
519,5,"POLYGON((528500.225 5074519.472,528500.225 5074519.472,528477.652 5074435.627,528529.249 5074413.054,528563.647 5074391.555,528679.74 5074364.681,528731.337 5074372.206,528805.507 5074443.152,528836.681 5074499.048,528854.954 5074552.795,528821.631 5074620.516,528754.985 5074664.589,528648.567 5074683.938,528552.897 5074674.263,528505.6 5074594.718,528500.225 5074516.247))"
520,24,"POLYGON((529762.792 5071202.533,529878.727 5071189.026,530068.389 5071081.398,530277.073 5070810.108,530147.225 5070520.269,529824.699 5070805.201,529695.847 5071048.339,529760.541 5071205.91))"
521,35,"POLYGON((529120.138 5071155.955,529131.024 5071149.303,529123.767 5071139.93,529113.789 5071144.163))"
522,36,"POLYGON((529113.637 5071143.861,529107.741 5071131.615,529115.301 5071129.196,529124.069 5071140.081,529113.789 5071143.71))"
523,37,"POLYGON((529107.893 5071131.917,529135.559 5071120.881,529132.233 5071113.473,529117.719 5071119.369,529110.614 5071108.938,529096.251 5071116.799,529100.031 5071119.974,529106.532 5071127.382,529107.59 5071131.162))"
