id,name,wkt
163,25341,"POLYGON((529186.752 5072565.858,529189.379 5072486.0,529175.519 5072478.807,529167.532 5072513.0,529164.287 5072563.05))"
164,25342,"POLYGON((529227.254 5072532.0,529189.379 5072486.0,529186.082 5072552.082,529226.065 5072548.074))"
165,25343,"POLYGON((529238.899 5072489.0,529213.897 5072449.789,529189.379 5072486.0,529227.254 5072532.0,529238.899 5072489.0))"
166,25344,"POLYGON((529308.437 5072687.544,529308.617 5072614.583,529353.1 5072587.209,529320.888 5072557.306,529257.891 5072549.01,529217.641 5072653.846,529231.682 5072680.992))"
167,25345,"POLYGON((529311.412 5072504.0,529298.046 5072496.1,529284.679 5072488.2,529270.481 5072475.421,529245.871 5072514.229,529258.65 5072549.251,529321.799 5072557.0,529311.412 5072504.0))"
168,25347,"POLYGON((529315.554 5072484.0,529307.846 5072468.0,529285.836 5072447.029,529270.685 5072474.806,529284.428 5072488.0,529311.412 5072504.0,529315.554 5072484.0))"
169,25348,"POLYGON((529330.902 5072449.789,529314.053 5072417.028,529284.152 5072447.029,529307.846 5072468.0))"
170,25349,"POLYGON((529338.98 5072460.0,529386.129 5072394.563,529362.434 5072378.007,529315.297 5072420.935,529323.414 5072438.557,529338.98 5072460.0))"
171,25351,"POLYGON((529414.21 5072420.772,529386.129 5072394.563,529338.98 5072460.0,529353.367 5072486.295))"
172,25352,"POLYGON((529406.722 5072478.807,529387.498 5072454.0,529356.175 5072482.551,529384.257 5072497.527))"
173,25353,"POLYGON((529432.931 5072455.406,529402.977 5072432.004,529387.498 5072454.0,529407.658 5072478.807))"
174,25354,"POLYGON((529461.012 5072420.772,529441.355 5072400.179,529402.977 5072433.877,529431.059 5072453.533))"
175,25355,"POLYGON((529526.869 5072406.0,529527.471 5072355.249,529470.372 5072359.929,529469.942 5072376.0,529441.355 5072399.243,529477.861 5072446.981))"
176,25356,"POLYGON((529208.13 5071346.0,529188.11 5071302.812,529156.067 5071347.107,529180.86 5071373.229,529208.13 5071346.0))"
177,25357,"POLYGON((529188.11 5071301.036,529176.57 5071275.292,529126.889 5071324.171,529154.91 5071348.69))"
178,25358,"POLYGON((529176.57 5071275.292,529165.559 5071249.0,529093.871 5071282.547,529127.765 5071324.171))"
179,25359,"POLYGON((529165.559 5071249.0,529091.863 5071216.466,529042.827 5071217.342,529093.871 5071282.192,529165.559 5071249.0))"
180,25360,"POLYGON((529028.42 5071245.0,529024.219 5071313.109,529094.048 5071282.014,529042.698 5071217.693,529028.42 5071245.0))"
181,25362,"POLYGON((529066.491 5071379.156,529041.635 5071340.984,529025.314 5071344.311,529027.941 5071390.721))"
182,25363,"POLYGON((529200.444 5071395.099,529162.791 5071354.819,529026.189 5071390.721,529031.443 5071431.001))"
183,25364,"POLYGON((529218.293 5071448.399,529199.568 5071396.851,529031.443 5071431.877,529032.319 5071473.032,529130.304 5071463.0))"
184,25365,"POLYGON((529226.283 5071470.593,529218.293 5071449.287,529033.194 5071473.032,529041.951 5071511.561))"
185,25366,"POLYGON((529054.21 5071543.96,529131.296 5071522.081,529216.518 5071560.253,529250.252 5071517.642,529229.834 5071470.593,529042.827 5071510.685))"
186,25367,"POLYGON((529156.152 5071623.282,529138.398 5071557.59,529064.718 5071585.116,529073.474 5071649.914,529097.993 5071646.411,529133.959 5071623.282))"
187,25369,"POLYGON((529133.894 5071737.479,529097.022 5071647.0,529073.011 5071652.0,529089.236 5071758.495))"
188,25371,"POLYGON((529170.356 5071660.567,529156.152 5071623.282,529133.071 5071625.058,529097.022 5071647.0,529117.257 5071695.448))"
189,25372,"POLYGON((529196.1 5071701.402,529171.244 5071660.567,529119.008 5071695.448,529133.019 5071739.231))"
190,25373,"POLYGON((529209.416 5071723.596,529196.988 5071704.066,529104.122 5071758.495,529136.521 5071776.008))"
191,25374,"POLYGON((529236.048 5071731.585,529220.956 5071719.157,529138.273 5071776.008,529147.905 5071790.894))"
192,25375,"POLYGON((529243.15 5071747.564,529235.16 5071733.361,529198.693 5071755.868,529206.574 5071770.754))"
193,25376,"POLYGON((529263.567 5071767.094,529244.037 5071746.677,529208.325 5071770.754,529226.714 5071796.148))"
194,25378,"POLYGON((529271.372 5071764.624,529228.465 5071798.775,529248.605 5071803.153,529287.134 5071784.764))"
195,25382,"POLYGON((529419.579 5071448.657,529386.402 5071483.785,529414.003 5071514.453,529441.046 5071474.028))"
196,25383,"POLYGON((529419.858 5071448.379,529412.33 5071437.784,529409.542 5071419.663,529362.705 5071467.337,529386.402 5071484.064,529416.348 5071452.0))"
197,25384,"POLYGON((529363.508 5071467.0,529355.355 5071452.0,529341.538 5071433.0,529336.17 5071466.027,529363.508 5071467.0))"
198,25385,"POLYGON((529341.538 5071433.0,529341.813 5071429.0,529308.31 5071410.0,529300.268 5071457.271,529337.046 5071466.027))"
199,25386,"POLYGON((529308.31 5071410.0,529304.207 5071404.0,529295.619 5071396.0,529276.049 5071396.0,529269.253 5071399.0,529259.113 5071446.763,529300.268 5071456.395,529308.31 5071410.0))"
200,25387,"POLYGON((529269.253 5071399.0,529248.207 5071398.0,529222.335 5071426.623,529258.237 5071446.763,529269.253 5071399.0))"
201,25388,"POLYGON((529248.207 5071398.0,529223.418 5071385.0,529200.444 5071399.477,529222.919 5071427.242,529248.207 5071398.0))"
202,25389,"POLYGON((529223.418 5071385.0,529208.13 5071346.0,529179.974 5071373.671,529201.32 5071397.726,529223.418 5071385.0))"
203,25390,"POLYGON((529446.693 5071479.335,529509.894 5071430.78,529490.033 5071412.956,529428.217 5071459.946))"
204,25391,"POLYGON((529494.823 5071409.078,529469.276 5071374.406,529407.003 5071402.235,529412.021 5071437.135,529428.673 5071459.489))"
205,25393,"POLYGON((529435.744 5071388.777,529413.911 5071329.0,529404.914 5071332.0,529423.198 5071395.164))"
206,25394,"POLYGON((529454.677 5071380.793,529426.384 5071314.0,529413.911 5071329.0,529435.516 5071388.777))"
207,25395,"POLYGON((529460.65 5071301.67,529451.346 5071287.917,529422.058 5071303.693,529442.587 5071352.052,529468.336 5071338.481,529459.032 5071321.087))"
208,25396,"POLYGON((529480.876 5071331.604,529471.977 5071297.625,529460.65 5071302.479,529459.437 5071320.278,529468.741 5071338.481))"
209,25397,"POLYGON((529472.381 5071298.029,529467.931 5071281.444,529451.751 5071289.939,529459.841 5071302.075))"
210,25398,"POLYGON((529483.303 5071272.95,529445.279 5071238.566,529430.716 5071266.882,529452.155 5071289.13))"
211,25399,"POLYGON((529499.483 5071352.234,529481.674 5071331.0,529442.745 5071351.9,529454.476 5071381.429,529468.634 5071374.553))"
212,25400,"POLYGON((529500.07 5071352.052,529469.038 5071374.148,529494.595 5071409.078,529539.76 5071373.722))"
213,25401,"POLYGON((529539.76 5071373.95,529490.033 5071412.956,529566.134 5071483.242,529620.028 5071431.114))"
214,25402,"POLYGON((529423.198 5071394.936,529404.914 5071332.0,529386.017 5071338.366,529395.598 5071407.253))"
215,25403,"POLYGON((529392.315 5071383.0,529386.017 5071338.594,529367.769 5071340.647,529388.526 5071384.899,529392.315 5071383.0))"
216,25404,"POLYGON((529381.227 5071277.233,529357.504 5071295.254,529358.416 5071316.695,529367.541 5071340.875,529385.561 5071338.822,529405.178 5071331.979))"
217,25405,"POLYGON((529404.914 5071332.0,529413.911 5071329.0,529426.384 5071314.0,529421.373 5071304.15,529421.145 5071277.918,529388.07 5071292.06,529404.914 5071332.0))"
218,25407,"POLYGON((529365.772 5071336.582,529357.965 5071314.836,529334.087 5071323.0,529331.054 5071347.0,529344.911 5071351.0))"
219,25408,"POLYGON((529358.244 5071314.278,529357.129 5071295.041,529338.45 5071262.98,529310.849 5071257.961,529334.087 5071323.0))"
220,25409,"POLYGON((529331.054 5071347.0,529334.087 5071323.0,529310.418 5071258.0,529277.819 5071273.171,529316.342 5071355.0,529331.054 5071347.0))"
221,25412,"POLYGON((529365.772 5071337.139,529344.911 5071351.0,529331.054 5071347.0,529316.342 5071355.0,529295.619 5071396.0,529304.207 5071404.0,529383.614 5071374.777))"
222,25413,"POLYGON((529407.591 5071409.068,529395.881 5071406.838,529392.257 5071383.419,529389.469 5071384.534,529384.172 5071375.334,529304.207 5071404.0,529308.31 5071410.0,529341.813 5071429.0,529390.027 5071419.384))"
223,25414,"POLYGON((529407.87 5071409.068,529390.187 5071419.0,529341.813 5071429.0,529341.538 5071433.0,529355.355 5071452.0,529363.262 5071466.779,529409.264 5071419.384))"
224,25415,"POLYGON((529452.161 5071485.0,529441.325 5071474.028,529412.609 5071515.289,529447.378 5071549.214,529452.161 5071485.0))"
225,25416,"POLYGON((529468.368 5071550.975,529517.436 5071545.399,529452.161 5071485.0,529447.18 5071550.139))"
226,25417,"POLYGON((529476.174 5071457.3,529446.622 5071480.44,529517.436 5071546.236,529533.327 5071529.508))"
227,25418,"POLYGON((529565.292 5071482.401,529501.724 5071436.0,529480.38 5071463.0,529530.774 5071524.744))"
228,25419,"POLYGON((529011.136 5070999.33,528960.792 5071028.206,528966.839 5071036.068,528972.584 5071033.649,528980.003 5071051.0,529011.504 5071035.0))"
229,25420,"POLYGON((528991.482 5071083.539,528972.282 5071034.102,528966.839 5071036.068,528946.127 5071010.366,528930.252 5071011.5,528921.083 5071012.0,528919.065 5071056.326,528929.497 5071095.936))"
230,25421,"POLYGON((528918.984 5071056.0,528921.333 5070996.155,528876.129 5070996.458,528879.175 5071069.0,528918.984 5071056.0))"
231,25422,"POLYGON((528905.076 5071095.284,528929.346 5071095.785,528918.763 5071056.175,528879.175 5071069.0))"
232,25423,"POLYGON((528879.175 5071069.0,528877.257 5070997.772,528822.673 5070996.167,528824.94 5071066.783))"
233,25424,"POLYGON((528824.698 5071067.716,528824.278 5070995.364,528795.381 5071030.683,528771.588 5071065.696))"
234,25425,"POLYGON((528771.572 5071064.574,528822.673 5070995.364,528728.756 5071017.84,528724.829 5071057.949,528747.28 5071063.47))"
235,25428,"POLYGON((529011.136 5070999.028,529039.407 5070996.458,529028.975 5070936.74,529003.499 5070946.174,529006.449 5070964.407,528968.159 5071024.0))"
236,25429,"POLYGON((528939.422 5071011.0,528972.996 5070961.426,528952.571 5070946.154,528921.333 5070996.004,528921.083 5071012.0,528939.422 5071011.0))"
237,25430,"POLYGON((528876.1 5070953.789,528877.205 5070996.116,528921.031 5070996.155,528954.533 5070943.766))"
238,25431,"POLYGON((529013.101 5071053.0,529005.542 5071038.184,528980.003 5071051.0,528988.442 5071077.348,529018.695 5071059.35))"
239,25432,"POLYGON((529022.323 5071060.71,529043.199 5071044.0,529039.104 5070996.76,529011.287 5070999.33,529011.74 5071034.858,529005.391 5071038.486,529013.101 5071053.0))"
240,25433,"POLYGON((529019.299 5071059.198,528989.063 5071077.492,528991.482 5071083.69,529010.984 5071086.109,529021.416 5071081.574,529029.277 5071090.342,529041.372 5071078.096))"
241,25434,"POLYGON((529043.199 5071044.0,529021.718 5071060.861,529041.372 5071077.643,529044.547 5071075.224,529069.639 5071064.0))"
242,25435,"POLYGON((529136.164 5071039.242,529111.672 5070992.225,529043.199 5071044.0,529069.639 5071064.0,529076.234 5071064.0,529085.064 5071068.723))"
243,25436,"POLYGON((529021.87 5071125.417,529035.022 5071117.102,529040.616 5071123.905,529051.35 5071114.683,529076.234 5071064.0,529069.639 5071064.0,529044.482 5071075.0,529029.429 5071090.493,529036.081 5071097.145,529026.707 5071105.309,529016.125 5071114.985))"
244,25437,"POLYGON((529067.678 5071140.384,529077.505 5071123.149,529069.19 5071115.741,529094.74 5071084.295,529084.308 5071068.572,529076.234 5071064.0,529051.199 5071114.985,529040.767 5071123.905,529050.292 5071132.673))"
245,25438,"POLYGON((529104.567 5071100.018,529094.891 5071084.295,529069.341 5071115.741,529077.656 5071122.846))"
246,25440,"POLYGON((529110.614 5071108.938,529104.718 5071100.018,529090.658 5071112.112,529096.403 5071116.799))"
247,25442,"POLYGON((529174.867 5071104.553,529136.768 5071038.94,529084.762 5071069.025,529117.417 5071119.218,529132.233 5071113.171,529135.71 5071120.73))"
248,25443,"POLYGON((529131.477 5071149.455,529182.728 5071119.823,529175.169 5071104.705,529114.998 5071129.347))"
249,25445,"POLYGON((529180.611 5071164.573,529201.475 5071156.863,529186.054 5071126.928,529182.879 5071119.974,529119.987 5071155.955,529129.209 5071173.644,529147.049 5071173.644,529166.854 5071185.89))"
250,25446,"POLYGON((528550.167 5073129.478,528612.166 5073051.862,528652.867 5072987.024,528456.934 5072962.887,528455.987 5073037.19,528491.482 5073146.988,528536.916 5073150.775))"
251,25447,"POLYGON((528452.674 5072914.614,528457.407 5072963.361,528597.968 5072979.452,528604.593 5072943.957))"
252,25448,"POLYGON((528545.435 5072916.034,528448.415 5072898.996,528452.674 5072914.141,528604.593 5072943.483,528601.28 5072927.865))"
253,25449,"POLYGON((528550.641 5072899.943,528443.682 5072880.065,528448.888 5072898.523,528547.328 5072916.034))"
254,25450,"POLYGON((528552.061 5072883.378,528439.423 5072862.554,528444.155 5072880.065,528549.694 5072898.996))"
255,25451,"POLYGON((528542.311 5072849.587,528491.198 5072849.114,528439.612 5072862.838,528553.196 5072883.189,528554.143 5072858.579))"
256,25453,"POLYGON((528530.29 5072728.146,528455.987 5072738.085,528488.643 5072849.303,528541.649 5072848.83,528530.763 5072727.673))"
257,25454,"POLYGON((528093.464 5072770.267,528075.128 5072790.0,528061.112 5072806.0,528059.52 5072812.0,528062.205 5072829.0,528084.046 5072833.0))"
258,25456,"POLYGON((528170.607 5072854.509,528084.046 5072833.0,528076.9 5072831.319,528069.327 5072858.295,528060.808 5072893.79,528173.919 5072890.951))"
259,25457,"POLYGON((528062.205 5072829.0,528059.52 5072812.0,527931.606 5072766.481,527936.812 5072799.137,528055.224 5072835.0,528062.205 5072829.0))"
260,25458,"POLYGON((528048.977 5072833.212,527935.866 5072799.61,527941.072 5072832.739,528067.434 5072865.867,528070.747 5072856.402))"
261,25459,"POLYGON((528067.434 5072865.867,527940.125 5072832.739,527942.965 5072863.974,528060.335 5072894.737))"
262,25460,"POLYGON((527971.834 5072871.073,527967.101 5072904.202,528038.343 5072920.0,528050.397 5072891.424))"
263,25461,"POLYGON((528038.343 5072920.0,527999.284 5072910.828,527993.604 5072940.644,528038.18 5072943.0,528038.343 5072920.0))"
264,25462,"POLYGON((527995.024 5072939.697,527999.757 5073004.062,528028.153 5073007.848,528061.755 5073009.741,528064.121 5072945.85))"
265,25464,"POLYGON((528053.621 5072773.0,528057.969 5072759.382,528037.145 5072750.39,528009.695 5072755.596,527983.666 5072760.329,528049.789 5072786.0,528053.621 5072773.0))"
266,25465,"POLYGON((528075.128 5072790.0,528093.464 5072771.214,528057.969 5072759.382,528049.789 5072786.0,528061.112 5072806.0,528075.128 5072790.0))"
267,25466,"POLYGON((528542.2 5074041.261,528582.504 5074048.905,528613.079 5074036.397,528646.434 5073937.721,528456.727 5073900.197,528431.423 5073940.0,528421.287 5073994.703,528474.794 5074030.838))"
268,25468,"POLYGON((528332.34 5073962.043,528330.255 5073980.11,528320.527 5073993.313,528358.746 5073998.872,528359.387 5073965.0))"
269,25469,"POLYGON((528371.949 5074026.668,528358.746 5073998.872,528301.07 5073990.533,528294.014 5074021.0))"
270,25470,"POLYGON((528280.918 5073987.754,528271.189 5074011.38,528294.014 5074021.0,528301.07 5073990.533))"
271,25471,"POLYGON((528371.254 5074026.668,528293.426 5074020.414,528270.494 5074012.075,528260.071 5074036.397,528259.376 5074064.193,528324.204 5074068.0,528369.865 5074069.057))"
272,25472,"POLYGON((528355.967 5074068.362,528260.766 5074065.583,528257.986 5074139.242,528356.662 5074135.072))"
273,25473,"POLYGON((528323.413 5074203.0,528324.509 5074202.0,528332.271 5074193.0,528352.101 5074159.0,528357.356 5074135.767,528257.291 5074140.632,528255.206 5074201.783,528319.768 5074207.0,528323.413 5074203.0))"
274,25474,"POLYGON((528248.257 5074251.815,528304.361 5074242.0,528316.729 5074217.0,528319.768 5074207.0,528253.122 5074203.867,528245.478 5074252.51))"
275,25475,"POLYGON((528237.439 5074377.353,528274.664 5074369.253,528261.94 5074311.0,528229.45 5074317.028,528209.038 5074320.716,528190.141 5074351.0,528186.711 5074372.489,528208.253 5074360.675,528217.287 5074382.912))"
276,25476,"POLYGON((528177.806 5074326.865,528155.919 5074330.553,528156.967 5074337.0,528162.244 5074348.0,528171.611 5074360.0,528182.74 5074368.0))"
277,25477,"POLYGON((528137.19 5074339.0,528135.262 5074333.996,528116.572 5074340.636,528118.539 5074345.801,528130.532 5074342.0,528137.19 5074339.0))"
278,25478,"POLYGON((528269.11 5074292.0,528274.485 5074276.0,528244.783 5074253.205,528237.834 5074262.239,528214.902 5074271.968,528226.656 5074303.0,528228.675 5074305.0,528257.986 5074301.848,528269.11 5074292.0))"
279,25479,"POLYGON((528212.818 5074269.883,528197.53 5074278.222,528193.36 5074291.425,528226.656 5074303.0))"
280,25480,"POLYGON((528228.675 5074305.0,528226.656 5074303.0,528194.055 5074292.12,528183.632 5074321.305,528211.564 5074317.0,528228.675 5074305.0))"
281,25481,"POLYGON((528207.563 5074322.192,528185.922 5074325.635,528190.141 5074351.0,528211.564 5074317.0))"
282,25482,"POLYGON((528190.141 5074351.0,528185.922 5074325.635,528177.806 5074326.865,528182.74 5074368.0,528183.305 5074368.0,528190.141 5074351.0))"
283,25483,"POLYGON((528118.209 5074346.0,528116.818 5074340.144,528090.504 5074349.243,528092.225 5074354.654,528100.095 5074351.949,528118.209 5074346.0))"
284,25484,"POLYGON((528042.549 5074459.908,528076.486 5074439.989,528060.747 5074405.314,528052.721 5074386.0,528050.969 5074374.0,528048.205 5074364.491,528012.547 5074378.754))"
285,25485,"POLYGON((528042.867 5074459.351,528012.793 5074378.262,527986.971 5074388.099,528017.156 5074470.469))"
286,25486,"POLYGON((527938.278 5074421.053,527960.719 5074407.035,527960.042 5074404.576,527958.69 5074399.657,527910.243 5074413.921,527936.557 5074519.176,527964.838 5074489.911))"
287,25487,"POLYGON((527858.889 5074534.165,527891.307 5074542.784,527861.797 5074426.955,527849.992 5074430.152,527831.794 5074425.233,527828.597 5074533.931))"
288,25488,"POLYGON((527773.019 5074549.178,527804.989 5074531.472,527828.597 5074533.685,527831.794 5074431.873,527807.448 5074423.758,527767.117 5074496.797,527756.296 5074515.979,527754.575 5074544.751))"
289,25490,"POLYGON((527765.641 5074498.026,527808.376 5074422.0,527792.534 5074417.0,527749.902 5074504.912))"
290,25492,"POLYGON((527793.602 5074409.0,527813.893 5074383.427,527796.406 5074376.813,527779.873 5074401.919,527793.602 5074409.0))"
291,25493,"POLYGON((528282.166 5073987.664,528317.493 5073994.591,528332.039 5073953.722,528261.385 5073953.029,528271.083 5074010.522))"
292,25494,"POLYGON((528261.385 5073948.873,528263.571 5073915.0,528235.063 5073916.317,528248.224 5073930.171))"
293,25495,"POLYGON((528263.571 5073915.0,528276.128 5073905.0,528237.141 5073901.078,528236.449 5073915.624,528263.571 5073915.0))"
294,25496,"POLYGON((528298.79 5073838.736,528239.219 5073836.658,528239.912 5073874.063,528296.019 5073876.834))"
295,25497,"POLYGON((528305.717 5073802.717,528273.393 5073801.0,528272.46 5073799.0,528240.605 5073797.175,528239.912 5073835.966,528300.176 5073840.122))"
296,25498,"POLYGON((528306.41 5073774.317,528264.253 5073770.0,528247.532 5073759.078,528241.297 5073797.868,528304.332 5073802.717))"
297,25499,"POLYGON((528260.285 5073723.0,528288.779 5073718.0,528305.944 5073703.0,528257.922 5073696.736,528253.073 5073722.365,528260.285 5073723.0))"
298,25500,"POLYGON((528376.054 5073764.37,528372.072 5073737.293,528370.479 5073717.383,528326.498 5073726.521,528323.727 5073745.224,528303.639 5073750.073,528306.41 5073766.697))"
299,25501,"POLYGON((528374.461 5073810.561,528375.258 5073764.37,528305.024 5073767.39,528304.332 5073803.409))"
300,25502,"POLYGON((528373.665 5073809.764,528303.639 5073804.102,528300.868 5073833.888,528390.377 5073859.0))"
301,25503,"POLYGON((528390.377 5073859.0,528300.868 5073834.58,528292.758 5073898.0,528295.457 5073899.0,528390.377 5073859.0))"
302,25505,"POLYGON((528016.461 5074469.775,527986.971 5074388.099,527958.198 5074400.149,527990.055 5074479.503))"
303,25506,"POLYGON((528227.537 5073999.0,528226.422 5073957.0,528207.356 5073935.712,528190.039 5073955.8,528182.419 5073980.044,528227.459 5073999.0,528227.537 5073999.0))"
304,25507,"POLYGON((528271.775 5074011.908,528183.804 5073980.044,528172.029 5074019.527,528260.693 5074043.079))"
305,25508,"POLYGON((528258.614 5074043.079,528172.029 5074018.835,528168.565 5074064.552,528214.493 5074058.0))"
306,25509,"POLYGON((528174.8 5074097.108,528204.538 5074086.0,528214.71 5074058.0,528214.493 5074058.0,528169.951 5074063.859))"
307,25510,"POLYGON((528173.414 5074097.801,528174.107 5074122.045,528203.892 5074129.664,528203.892 5074086.718))"
308,25511,"POLYGON((528203.087 5074131.0,528172.029 5074122.045,528176.878 5074159.45,528214.283 5074149.059))"
309,25512,"POLYGON((528255.151 5074180.23,528257.229 5074139.362,528176.878 5074157.372,528185.19 5074198.933))"
310,25513,"POLYGON((528245.453 5074248.806,528254.458 5074203.089,528255.844 5074182.308,528184.497 5074198.24,528185.883 5074231.489,528206.102 5074245.0,528235.063 5074263.352))"
311,25514,"POLYGON((528233.678 5074263.352,528206.102 5074245.0,528185.19 5074232.182,528154.019 5074256.426,528165.102 5074278.591,528193.502 5074291.06,528196.965 5074279.284))"
312,25515,"POLYGON((528181.726 5074229.411,528127.004 5074240.494,528127.697 5074268.201,528162.336 5074276.0,528155.404 5074255.04))"
313,25516,"POLYGON((528187.268 5074229.411,528185.19 5074196.855,528179.648 5074164.991,528120.077 5074184.386,528125.619 5074215.557,528128.39 5074240.494,528144.308 5074239.0))"
314,25517,"POLYGON((528140.855 5074178.0,528178.956 5074166.376,528173.414 5074135.898,528108.994 5074136.591,528120.77 5074182.308,528140.855 5074178.0))"
315,25518,"POLYGON((528174.107 5074134.513,528174.107 5074100.571,528138.927 5074103.0,528110.38 5074106.806,528111.073 5074135.206))"
316,25519,"POLYGON((528174.107 5074099.879,528169.951 5074064.552,528139.932 5074071.0,528104.838 5074076.327,528108.994 5074106.806))"
317,25521,"POLYGON((528170.643 5074030.61,528175.492 5074009.83,528134.28 5074007.0,528095.833 5074013.293,528102.068 5074041.693,528131.405 5074037.0))"
318,25522,"POLYGON((528174.8 5074009.83,528181.726 5073986.971,528094.445 5073988.0,528095.833 5074013.293,528134.28 5074007.0))"
319,25524,"POLYGON((528097.912 5074034.074,528094.448 5073995.283,528065.355 5073983.508,528048.731 5074016.756,528065.541 5074026.0))"
320,25525,"POLYGON((528104.838 5074077.02,528099.297 5074031.303,528065.541 5074026.0,528048.731 5074016.756,528030.721 5074051.391,528063.074 5074069.0))"
321,25526,"POLYGON((528111.073 5074126.201,528057.697 5074101.0,528016.867 5074077.713,527991.931 5074118.581,528121.463 5074192.699,528111.073 5074136.591))"
322,25527,"POLYGON((528122.155 5074193.391,527991.931 5074117.889,527969.072 5074158.064,528039.726 5074190.62,528043.189 5074203.089,528107.609 5074239.801,528128.39 5074241.186))"
323,25528,"POLYGON((528043.882 5074204.474,528039.934 5074191.0,527969.072 5074158.064,527953.833 5074194.084,528105.531 5074246.728,528107.609 5074238.416))"
324,25529,"POLYGON((528088.907 5074277.899,528096.526 5074266.123,528104.146 5074245.343,527955.911 5074194.084,527941.365 5074231.489,527966.121 5074240.0,527970.621 5074241.0,528008.123 5074241.0,528072.282 5074293.831))"
325,25532,"POLYGON((527962.838 5074346.475,527969.072 5074320.153,527975.306 5074293.831,527935.13 5074253.655,527920.402 5074284.0,527903.96 5074311.148,527894.955 5074343.704,527951.062 5074362.406))"
326,25534,"POLYGON((528067.386 5073982.0,528061.361 5073967.0,528060.329 5073967.0,528043.189 5073959.956,528050.116 5074014.678,528067.386 5073982.0))"
327,25536,"POLYGON((528153.326 5073799.946,528071.589 5073807.566,528081.98 5073835.966,528151.248 5073816.57))"
328,25538,"POLYGON((528097.219 5073950.951,528103.122 5073937.0,528097.103 5073935.0,528070.204 5073926.015,528062.585 5073966.19,528068.126 5073984.2,528094.448 5073997.361))"
329,25540,"POLYGON((528162.687 5074277.0,528162.336 5074276.0,528127.697 5074269.587,528126.312 5074288.982,528192.809 5074295.909,528196.273 5074291.753))"
330,25541,"POLYGON((528133.238 5074336.084,528153.326 5074329.158,528183.804 5074320.845,528195.58 5074295.909,528125.619 5074289.674,528124.234 5074302.835))"
331,25542,"POLYGON((528131.853 5074329.158,528125.619 5074302.835,528104.146 5074293.138,528088.907 5074278.591,528072.975 5074292.445,528094.448 5074314.611,528100.682 5074338.162))"
332,25543,"POLYGON((528102.068 5074337.47,528093.579 5074315.0,528073.668 5074294.523,528050.809 5074311.148,528062.137 5074329.0,528070.204 5074349.938))"
333,25544,"POLYGON((528052.194 5074310.455,528050.809 5074308.377,528021.716 5074325.001,528031.843 5074347.0,528035.57 5074360.328,528070.204 5074349.245))"
334,25545,"POLYGON((528035.57 5074358.25,528024.487 5074325.694,527961.957 5074346.0,527950.37 5074365.87,527953.14 5074396.348,528012.019 5074369.333))"
335,25546,"POLYGON((528022.409 5074323.616,528072.975 5074293.831,528008.123 5074241.0,527973.228 5074298.679,527961.957 5074346.0))"
336,25547,"POLYGON((528008.123 5074241.0,527969.765 5074242.572,527942.057 5074231.489,527933.745 5074255.04,527975.306 5074295.216,528008.123 5074241.0))"
337,25548,"POLYGON((528615.859 5074139.937,528615.164 5074075.311,528614.469 5074037.787,528583.894 5074050.295,528568.606 5074087.819,528560.962 5074105.887,528565.131 5074138.547))"
338,25549,"POLYGON((528549.843 5074132.293,528532.471 5074141.327,528559.572 5074184.41,528570.69 5074180.936,528561.657 5074105.192))"
339,25550,"POLYGON((528531.776 5074141.327,528494.252 5074161.479,528513.709 5074191.359,528556.792 5074183.02))"
340,25551,"POLYGON((528494.252 5074162.868,528463.165 5074189.0,528470.196 5074196.0,528513.014 5074190.664))"
341,25552,"POLYGON((528456.032 5074231.663,528469.235 5074196.224,528463.676 5074189.275,528410.169 5074231.663,528419.897 5074267.103,528456.032 5074259.459))"
342,25553,"POLYGON((528557.487 5074183.02,528470.196 5074196.0,528456.032 5074231.663,528573.47 5074212.901))"
343,25554,"POLYGON((528581.809 5074249.731,528574.86 5074214.291,528455.337 5074231.663,528456.727 5074276.137))"
344,25555,"POLYGON((528592.232 5074290.035,528581.809 5074250.426,528456.727 5074276.137,528471.846 5074320.0))"
345,25556,"POLYGON((528474.115 5074343.0,528471.342 5074323.0,528462.13 5074363.0,528475.674 5074367.0,528474.115 5074343.0))"
346,25557,"POLYGON((528416.248 5074286.0,528419.897 5074266.408,528410.864 5074232.358,528376.119 5074257.375,528394.267 5074285.0,528414.919 5074286.0,528416.248 5074286.0))"
347,25558,"POLYGON((528320.875 5074296.0,528274.961 5074276.0,528274.485 5074276.0,528269.11 5074292.0,528319.906 5074298.0,528320.875 5074296.0))"
348,25560,"POLYGON((528175.101 5074377.77,528182.725 5074367.442,528171.658 5074360.064,528162.067 5074348.26,528135.262 5074351.457,528141.656 5074374.082,528137.374 5074379.438,528170.034 5074399.59,528181.847 5074391.251))"
349,25561,"POLYGON((528156.967 5074337.0,528155.673 5074330.553,528135.262 5074333.996,528137.19 5074339.0,528156.967 5074337.0))"
350,25563,"POLYGON((528142.394 5074373.836,528132.065 5074341.62,528118.209 5074346.0,528124.696 5074365.0,528133.294 5074387.361))"
351,25564,"POLYGON((528133.54 5074387.361,528118.209 5074346.0,528100.095 5074351.949,528117.31 5074402.608,528128.868 5074393.509))"
352,25565,"POLYGON((528100.341 5074351.949,528084.856 5074356.0,528096.16 5074394.247,528112.391 5074389.083))"
353,25566,"POLYGON((528096.406 5074394.001,528088.878 5074372.0,528052.721 5074386.0,528060.502 5074405.56))"
